RestaurantID,CountryCode,Country,City,Cuisines,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Average_Cost_for_two,Rating,Datekey_Opening,Average Ratings,Price Range
18435314,1,India,New Delhi,North Indian,No,No,No,No,300,1,2013-09-21,1-1.99,201-400
18378015,1,India,New Delhi,North Indian,No,No,No,No,200,1,2016-09-10,1-1.99,0-200
18424905,1,India,New Delhi,North Indian,No,Yes,No,No,400,1,2018-09-25,1-1.99,201-400
18180072,1,India,New Delhi,North Indian,No,No,No,No,100,1,2018-09-06,1-1.99,0-200
18415377,1,India,New Delhi,North Indian,No,No,No,No,150,1,2013-09-17,1-1.99,0-200
18421485,1,India,New Delhi,North Indian,No,No,No,No,100,1,2018-09-03,1-1.99,0-200
312413,1,India,New Delhi,North Indian,No,No,No,No,200,1,2011-09-16,1-1.99,0-200
303497,1,India,New Delhi,North Indian,No,No,No,No,150,1,2014-09-21,1-1.99,0-200
18354644,1,India,New Delhi,North Indian,No,No,No,No,100,1,2012-09-09,1-1.99,0-200
18366001,1,India,New Delhi,North Indian,No,No,No,No,200,1,2014-09-21,1-1.99,0-200
18486845,1,India,New Delhi,North Indian,No,No,No,No,100,1,2012-09-24,1-1.99,0-200
18424202,1,India,New Delhi,North Indian,No,No,No,No,50,1,2014-09-20,1-1.99,0-200
18472678,1,India,New Delhi,North Indian,No,No,No,No,300,1,2013-08-10,1-1.99,201-400
18209806,1,India,New Delhi,North Indian,No,No,No,No,250,1,2010-08-20,1-1.99,201-400
18286922,1,India,New Delhi,North Indian,No,No,No,No,400,1,2017-08-24,1-1.99,201-400
18458302,1,India,New Delhi,North Indian,No,No,No,No,300,1,2013-08-15,1-1.99,201-400
7362,1,India,New Delhi,North Indian,No,No,No,No,200,1,2010-08-24,1-1.99,0-200
18466400,1,India,New Delhi,North Indian,No,No,No,No,300,1,2015-08-13,1-1.99,201-400
18361779,1,India,New Delhi,North Indian,No,No,No,No,100,1,2011-08-24,1-1.99,0-200
18354672,1,India,New Delhi,North Indian,No,No,No,No,150,1,2017-08-21,1-1.99,0-200
18464641,1,India,New Delhi,North Indian,No,No,No,No,350,1,2012-08-09,1-1.99,201-400
18312665,1,India,New Delhi,North Indian,No,No,No,No,650,1,2010-08-04,1-1.99,601-800
18312572,1,India,New Delhi,North Indian,No,No,No,No,200,1,2017-08-13,1-1.99,0-200
18349241,1,India,New Delhi,North Indian,No,No,No,No,200,1,2016-08-06,1-1.99,0-200
18355121,1,India,New Delhi,North Indian,No,No,No,No,400,1,2013-08-24,1-1.99,201-400
18289272,1,India,New Delhi,North Indian,No,No,No,No,200,1,2014-08-06,1-1.99,0-200
18449949,1,India,New Delhi,North Indian,No,No,No,No,150,1,2010-08-08,1-1.99,0-200
18451571,1,India,New Delhi,North Indian,No,No,No,No,200,1,2016-08-03,1-1.99,0-200
18446496,1,India,New Delhi,North Indian,No,No,No,No,100,1,2018-07-26,1-1.99,0-200
18357972,1,India,New Delhi,North Indian,No,No,No,No,300,1,2011-07-18,1-1.99,201-400
18375383,1,India,New Delhi,North Indian,No,No,No,No,500,1,2018-07-28,1-1.99,401-600
18236975,1,India,New Delhi,North Indian,No,No,No,No,500,1,2017-07-22,1-1.99,401-600
18361767,1,India,New Delhi,North Indian,No,No,No,No,150,1,2011-07-04,1-1.99,0-200
304610,1,India,New Delhi,North Indian,No,No,No,No,300,1,2013-07-13,1-1.99,201-400
18352268,1,India,New Delhi,North Indian,No,No,No,No,500,1,2011-07-13,1-1.99,401-600
18352180,1,India,New Delhi,North Indian,No,No,No,No,200,1,2011-07-03,1-1.99,0-200
18354987,1,India,New Delhi,North Indian,No,No,No,No,350,1,2014-07-20,1-1.99,201-400
18355147,1,India,New Delhi,North Indian,No,No,No,No,100,1,2014-07-02,1-1.99,0-200
18361206,1,India,New Delhi,North Indian,No,No,No,No,100,1,2014-06-16,1-1.99,0-200
18292467,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-06-23,1-1.99,0-200
18378032,1,India,New Delhi,North Indian,No,No,No,No,500,1,2010-06-20,1-1.99,401-600
18449634,1,India,New Delhi,North Indian,No,No,No,No,400,1,2017-06-15,1-1.99,201-400
18424902,1,India,New Delhi,North Indian,No,No,No,No,100,1,2015-06-05,1-1.99,0-200
18421482,1,India,New Delhi,North Indian,No,No,No,No,200,1,2012-06-10,1-1.99,0-200
18425148,1,India,New Delhi,North Indian,No,No,No,No,200,1,2015-06-18,1-1.99,0-200
18410302,1,India,New Delhi,North Indian,No,No,No,No,500,1,2013-06-15,1-1.99,401-600
8033,1,India,New Delhi,North Indian,No,No,No,No,100,1,2018-06-27,1-1.99,0-200
18440429,1,India,New Delhi,North Indian,No,No,No,No,300,1,2018-06-25,1-1.99,201-400
18489545,1,India,New Delhi,North Indian,No,No,No,No,200,1,2012-06-16,1-1.99,0-200
18489852,1,India,New Delhi,North Indian,No,No,No,No,200,1,2017-06-08,1-1.99,0-200
18449786,1,India,New Delhi,North Indian,No,No,No,No,100,1,2017-06-01,1-1.99,0-200
18361771,1,India,New Delhi,North Indian,No,No,No,No,300,1,2018-06-10,1-1.99,201-400
18449667,1,India,New Delhi,North Indian,No,No,No,No,200,1,2015-06-19,1-1.99,0-200
18017260,1,India,New Delhi,North Indian,No,No,No,No,300,1,2011-06-16,1-1.99,201-400
18432628,1,India,New Delhi,North Indian,No,No,No,No,500,1,2012-06-12,1-1.99,401-600
18466429,1,India,New Delhi,North Indian,No,No,No,No,100,1,2014-06-27,1-1.99,0-200
18312463,1,India,New Delhi,North Indian,No,No,No,No,350,1,2012-06-13,1-1.99,201-400
18306540,1,India,New Delhi,North Indian,No,No,No,No,350,1,2017-06-28,1-1.99,201-400
18355145,1,India,New Delhi,North Indian,No,No,No,No,150,1,2010-06-15,1-1.99,0-200
18357948,1,India,New Delhi,North Indian,No,No,No,No,300,1,2015-06-04,1-1.99,201-400
18455547,1,India,New Delhi,North Indian,No,No,No,No,200,1,2015-06-02,1-1.99,0-200
305567,1,India,New Delhi,North Indian,No,No,No,No,150,1,2018-06-12,1-1.99,0-200
18445361,1,India,New Delhi,North Indian,No,No,No,No,400,1,2014-06-27,1-1.99,201-400
18472628,1,India,New Delhi,North Indian,No,No,No,No,350,1,2016-05-22,1-1.99,201-400
18454468,1,India,New Delhi,North Indian,No,No,No,No,400,1,2011-05-22,1-1.99,201-400
18416845,1,India,New Delhi,North Indian,No,No,No,No,350,1,2012-05-27,1-1.99,201-400
18414467,1,India,New Delhi,North Indian,No,No,No,No,100,1,2011-05-07,1-1.99,0-200
18460302,1,India,New Delhi,North Indian,No,No,No,No,300,1,2018-05-03,1-1.99,201-400
18396955,1,India,New Delhi,North Indian,No,No,No,No,300,1,2010-05-16,1-1.99,201-400
18470757,1,India,New Delhi,North Indian,No,No,No,No,350,1,2018-05-22,1-1.99,201-400
18355143,1,India,New Delhi,North Indian,No,No,No,No,100,1,2015-05-28,1-1.99,0-200
18489535,1,India,New Delhi,North Indian,No,No,No,No,400,1,2014-05-10,1-1.99,201-400
18424638,1,India,New Delhi,North Indian,No,No,No,No,150,1,2018-05-12,1-1.99,0-200
18424656,1,India,New Delhi,North Indian,No,No,No,No,200,1,2011-05-02,1-1.99,0-200
18396171,1,India,New Delhi,North Indian,No,No,No,No,400,1,2011-04-11,1-1.99,201-400
18352684,1,India,New Delhi,North Indian,No,No,No,No,50,1,2012-04-28,1-1.99,0-200
18441696,1,India,New Delhi,North Indian,Yes,No,No,No,500,1,2011-04-23,1-1.99,401-600
312000,1,India,New Delhi,North Indian,No,No,No,No,300,1,2014-04-25,1-1.99,201-400
18377904,1,India,New Delhi,North Indian,No,No,No,No,200,1,2016-04-25,1-1.99,0-200
18264993,1,India,New Delhi,North Indian,No,Yes,No,No,400,1,2013-04-19,1-1.99,201-400
18358663,1,India,New Delhi,North Indian,No,No,No,No,150,1,2018-04-04,1-1.99,0-200
18489836,1,India,New Delhi,North Indian,No,No,No,No,250,1,2011-04-27,1-1.99,201-400
18466408,1,India,New Delhi,North Indian,No,No,No,No,400,1,2014-04-16,1-1.99,201-400
18449657,1,India,New Delhi,North Indian,No,No,No,No,500,1,2013-04-06,1-1.99,401-600
18449661,1,India,New Delhi,North Indian,No,No,No,No,100,1,2011-04-18,1-1.99,0-200
18354998,1,India,New Delhi,North Indian,No,No,No,No,100,1,2016-04-01,1-1.99,0-200
18423905,1,India,New Delhi,North Indian,No,No,No,No,200,1,2014-04-10,1-1.99,0-200
18432200,1,India,New Delhi,North Indian,Yes,No,No,No,700,1,2013-04-20,1-1.99,601-800
306710,1,India,New Delhi,North Indian,No,No,No,No,100,1,2011-04-04,1-1.99,0-200
18478963,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-04-13,1-1.99,0-200
17989108,1,India,New Delhi,North Indian,No,No,No,No,150,1,2011-04-07,1-1.99,0-200
6249,1,India,New Delhi,North Indian,No,No,No,No,150,1,2016-04-21,1-1.99,0-200
18273597,1,India,New Delhi,North Indian,No,No,No,No,450,1,2015-04-04,1-1.99,401-600
18455549,1,India,New Delhi,North Indian,No,No,No,No,300,1,2011-04-22,1-1.99,201-400
18423889,1,India,New Delhi,North Indian,No,No,No,No,100,1,2017-04-11,1-1.99,0-200
18424650,1,India,New Delhi,North Indian,No,No,No,No,500,1,2011-04-17,1-1.99,401-600
18489513,1,India,New Delhi,North Indian,No,No,No,No,400,1,2018-03-22,1-1.99,201-400
18378037,1,India,New Delhi,North Indian,No,No,No,No,400,1,2013-03-13,1-1.99,201-400
18124389,1,India,New Delhi,North Indian,No,No,No,No,100,1,2017-03-23,1-1.99,0-200
18451575,1,India,New Delhi,North Indian,No,No,No,No,400,1,2014-03-03,1-1.99,201-400
18292453,1,India,New Delhi,North Indian,No,No,No,No,200,1,2010-03-24,1-1.99,0-200
308110,1,India,New Delhi,North Indian,No,No,No,No,400,1,2014-03-24,1-1.99,201-400
18466675,1,India,New Delhi,North Indian,No,No,No,No,200,1,2013-03-25,1-1.99,0-200
18361217,1,India,New Delhi,North Indian,No,No,No,No,250,1,2012-03-11,1-1.99,201-400
9271,1,India,New Delhi,North Indian,No,No,No,No,50,1,2010-03-04,1-1.99,0-200
18360900,1,India,New Delhi,North Indian,No,No,No,No,300,1,2014-03-04,1-1.99,201-400
18492960,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-03-28,1-1.99,0-200
18390309,1,India,New Delhi,North Indian,No,No,No,No,150,1,2017-03-08,1-1.99,0-200
18377898,1,India,New Delhi,North Indian,No,No,No,No,200,1,2014-03-14,1-1.99,0-200
18375413,1,India,New Delhi,North Indian,No,No,No,No,650,1,2016-02-24,1-1.99,601-800
302871,1,India,New Delhi,North Indian,No,No,No,No,400,1,2010-02-16,1-1.99,201-400
6678,1,India,New Delhi,North Indian,No,No,No,No,150,1,2010-02-11,1-1.99,0-200
18292472,1,India,New Delhi,North Indian,No,No,No,No,400,1,2013-02-15,1-1.99,201-400
18362795,1,India,New Delhi,North Indian,No,No,No,No,200,1,2010-02-11,1-1.99,0-200
18455553,1,India,New Delhi,North Indian,No,No,No,No,600,1,2017-02-05,1-1.99,401-600
18418234,1,India,New Delhi,North Indian,No,No,No,No,300,1,2013-02-07,1-1.99,201-400
18312623,1,India,New Delhi,North Indian,Yes,No,No,No,800,1,2013-02-07,1-1.99,601-800
18414503,1,India,New Delhi,North Indian,No,No,No,No,400,1,2018-02-10,1-1.99,201-400
18376513,1,India,New Delhi,North Indian,No,No,No,No,350,1,2010-02-23,1-1.99,201-400
18361765,1,India,New Delhi,North Indian,No,No,No,No,200,1,2017-02-07,1-1.99,0-200
18241864,1,India,New Delhi,North Indian,No,No,No,No,100,1,2012-02-24,1-1.99,0-200
18228878,1,India,New Delhi,North Indian,No,No,No,No,300,1,2016-02-16,1-1.99,201-400
5463,1,India,New Delhi,North Indian,No,No,No,No,150,1,2012-01-19,1-1.99,0-200
18356776,1,India,New Delhi,North Indian,No,No,No,No,100,1,2018-01-24,1-1.99,0-200
18349764,1,India,New Delhi,North Indian,No,No,No,No,600,1,2017-01-11,1-1.99,401-600
18415370,1,India,New Delhi,North Indian,No,No,No,No,600,1,2014-01-24,1-1.99,401-600
18485962,1,India,New Delhi,North Indian,No,No,No,No,100,1,2010-01-14,1-1.99,0-200
18378051,1,India,New Delhi,North Indian,No,No,No,No,350,1,2011-01-16,1-1.99,201-400
18441669,1,India,New Delhi,North Indian,No,No,No,No,300,1,2018-01-28,1-1.99,201-400
18489530,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-01-01,1-1.99,0-200
18390082,1,India,New Delhi,North Indian,No,No,No,No,100,1,2016-12-02,1-1.99,0-200
18449652,1,India,New Delhi,North Indian,No,No,No,No,300,1,2018-12-18,1-1.99,201-400
18288623,1,India,New Delhi,North Indian,No,No,No,No,200,1,2013-12-04,1-1.99,0-200
18435822,1,India,New Delhi,North Indian,No,No,No,No,300,1,2011-12-13,1-1.99,201-400
18435787,1,India,New Delhi,North Indian,No,No,No,No,200,1,2016-12-28,1-1.99,0-200
18425757,1,India,New Delhi,North Indian,No,No,No,No,200,1,2016-12-19,1-1.99,0-200
18425738,1,India,New Delhi,North Indian,No,No,No,No,350,1,2012-12-10,1-1.99,201-400
18423101,1,India,New Delhi,North Indian,No,No,No,No,550,1,2012-12-04,1-1.99,401-600
18429161,1,India,New Delhi,North Indian,No,No,No,No,150,1,2016-12-14,1-1.99,0-200
18403469,1,India,New Delhi,North Indian,No,No,No,No,500,1,2010-12-04,1-1.99,401-600
18489534,1,India,New Delhi,North Indian,No,No,No,No,250,1,2013-12-09,1-1.99,201-400
18489832,1,India,New Delhi,North Indian,No,No,No,No,100,1,2011-12-15,1-1.99,0-200
18471235,1,India,New Delhi,North Indian,No,No,No,No,250,1,2013-12-23,1-1.99,201-400
18469981,1,India,New Delhi,North Indian,No,No,No,No,250,1,2018-12-16,1-1.99,201-400
312848,1,India,New Delhi,North Indian,No,No,No,No,250,1,2018-12-16,1-1.99,201-400
18439705,1,India,New Delhi,North Indian,No,No,No,No,500,1,2012-12-15,1-1.99,401-600
18418243,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-12-16,1-1.99,0-200
18429577,1,India,New Delhi,North Indian,No,No,No,No,200,1,2015-11-15,1-1.99,0-200
18421462,1,India,New Delhi,North Indian,No,No,No,No,250,1,2010-11-23,1-1.99,201-400
18464633,1,India,New Delhi,North Indian,No,No,No,No,400,1,2012-11-20,1-1.99,201-400
18423145,1,India,New Delhi,North Indian,No,No,No,No,400,1,2012-11-10,1-1.99,201-400
18358661,1,India,New Delhi,North Indian,No,No,No,No,350,1,2016-11-01,1-1.99,201-400
18342574,1,India,New Delhi,North Indian,No,No,No,No,500,1,2015-11-13,1-1.99,401-600
18449664,1,India,New Delhi,North Indian,No,No,No,No,200,1,2015-11-05,1-1.99,0-200
306177,1,India,New Delhi,North Indian,No,No,No,No,200,1,2011-11-23,1-1.99,0-200
18424661,1,India,New Delhi,North Indian,No,No,No,No,250,1,2010-11-25,1-1.99,201-400
18423118,1,India,New Delhi,North Indian,No,No,No,No,400,1,2012-11-13,1-1.99,201-400
18457050,1,India,New Delhi,North Indian,No,No,No,No,200,1,2014-10-13,1-1.99,0-200
18420653,1,India,New Delhi,North Indian,No,No,No,No,350,1,2014-10-28,1-1.99,201-400
18361755,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-10-25,1-1.99,0-200
18481278,1,India,New Delhi,North Indian,No,No,No,No,400,1,2014-10-27,1-1.99,201-400
18425740,1,India,New Delhi,North Indian,No,No,No,No,100,1,2018-10-06,1-1.99,0-200
18357541,1,India,New Delhi,North Indian,No,No,No,No,300,1,2016-10-11,1-1.99,201-400
312970,1,India,New Delhi,North Indian,No,No,No,No,300,1,2016-10-07,1-1.99,201-400
18449653,1,India,New Delhi,North Indian,No,No,No,No,100,1,2015-10-12,1-1.99,0-200
18357954,1,India,New Delhi,North Indian,No,No,No,No,300,1,2012-10-01,1-1.99,201-400
305699,1,India,New Delhi,North Indian,No,No,No,No,100,1,2013-10-13,1-1.99,0-200
304831,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-10-03,1-1.99,0-200
304782,1,India,New Delhi,North Indian,No,No,No,No,150,1,2017-10-27,1-1.99,0-200
18368003,1,India,New Delhi,North Indian,No,No,No,No,100,1,2014-10-15,1-1.99,0-200
18244429,1,India,New Delhi,North Indian,No,No,No,No,200,1,2015-10-25,1-1.99,0-200
18357819,1,India,New Delhi,North Indian,No,No,No,No,200,1,2018-10-15,1-1.99,0-200
18430907,1,India,New Delhi,North Indian,No,No,No,No,200,1,2013-10-10,1-1.99,0-200
18424640,1,India,New Delhi,North Indian,No,No,No,No,150,1,2015-10-14,1-1.99,0-200
18421058,1,India,New Delhi,"Italian, Fast Food",No,No,No,No,600,1,2018-09-01,1-1.99,401-600
18397709,1,India,New Delhi,"North Indian, Mughlai",No,No,No,No,500,1,2013-09-10,1-1.99,401-600
18472618,1,India,New Delhi,"North Indian, Chinese",No,No,No,No,500,1,2012-09-18,1-1.99,401-600
18418229,1,India,New Delhi,"Cafe, Mexican, Continental",No,No,No,No,1000,1,2018-09-19,1-1.99,801-1000
18445784,1,India,New Delhi,"North Indian, Chinese",No,No,No,No,700,1,2010-09-18,1-1.99,601-800
18435820,1,India,New Delhi,Pizza,No,No,No,No,600,1,2010-09-22,1-1.99,401-600
18441688,1,India,New Delhi,"South Indian, Chinese",No,No,No,No,500,1,2018-09-24,1-1.99,401-600
18337885,1,India,New Delhi,Cafe,No,No,No,No,800,1,2012-08-06,1-1.99,601-800
18462588,1,India,New Delhi,"North Indian, Mughlai, Chinese",No,No,No,No,700,1,2018-08-21,1-1.99,601-800
18424635,1,India,New Delhi,"Asian, Chinese",No,No,No,No,500,1,2015-08-05,1-1.99,401-600
18467388,1,India,New Delhi,Japanese,Yes,No,No,No,1000,1,2016-08-07,1-1.99,801-1000
17060320,216,United States,Orlando,Irish,No,No,No,No,50,4.3,2010-07-28,4-4.99,0-200
18479008,1,India,New Delhi,Fast Food,No,No,No,No,500,1,2011-08-17,1-1.99,401-600
18347812,1,India,New Delhi,"Cafe, Bakery",No,No,No,No,500,1,2018-07-02,1-1.99,401-600
18446423,1,India,New Delhi,"North Indian, Mughlai",No,No,No,No,500,1,2014-07-21,1-1.99,401-600
18455513,1,India,New Delhi,"North Indian, Mughlai",No,No,No,No,500,1,2018-07-13,1-1.99,401-600
18313119,1,India,New Delhi,Mughlai,No,No,No,No,500,1,2011-07-16,1-1.99,401-600
18449620,1,India,New Delhi,"North Indian, Continental, Chinese",Yes,No,No,No,1200,1,2018-07-21,1-1.99,1001-2000
18272389,1,India,New Delhi,Tibetan,No,No,No,No,500,1,2017-07-21,1-1.99,401-600
18317483,1,India,New Delhi,Cafe,No,No,No,No,1000,1,2013-07-09,1-1.99,801-1000
18369764,1,India,New Delhi,"North Indian, Mughlai, Chinese",No,No,No,No,550,1,2013-07-23,1-1.99,401-600
18430898,1,India,New Delhi,Cafe,No,No,No,No,500,1,2013-07-20,1-1.99,401-600
18428216,1,India,New Delhi,"Bakery, Desserts, Fast Food, Mithai",No,No,No,No,500,1,2017-06-25,1-1.99,401-600
18435830,1,India,New Delhi,"Lebanese, Arabian, Moroccan",Yes,Yes,No,No,900,1,2010-06-01,1-1.99,801-1000
18357956,1,India,New Delhi,Chinese,No,No,No,No,500,1,2015-05-01,1-1.99,401-600
305153,1,India,New Delhi,"North Indian, Chinese, Fast Food",No,No,No,No,650,1,2014-05-05,1-1.99,601-800
18340302,1,India,New Delhi,"Bakery, Desserts",No,Yes,No,No,600,1,2015-05-22,1-1.99,401-600
18397621,1,India,New Delhi,Bakery,No,No,No,No,500,1,2017-05-07,1-1.99,401-600
18472665,1,India,New Delhi,Biryani,No,Yes,No,No,600,1,2016-05-16,1-1.99,401-600
18357568,1,India,New Delhi,"Mughlai, North Indian",No,No,No,No,600,1,2011-05-14,1-1.99,401-600
18492103,1,India,New Delhi,"North Indian, Mughlai",No,No,No,No,500,1,2018-05-26,1-1.99,401-600
18424642,1,India,New Delhi,"Chinese, North Indian",No,No,No,No,500,1,2018-04-16,1-1.99,401-600
311666,1,India,New Delhi,"Mughlai, North Indian",No,No,No,No,500,1,2013-04-24,1-1.99,401-600
18446867,1,India,New Delhi,Bakery,No,No,No,No,500,1,2017-04-27,1-1.99,401-600
18438424,1,India,New Delhi,"Burger, Desserts, Fast Food",No,No,No,No,600,1,2014-04-26,1-1.99,401-600
17059541,216,United States,Orlando,Italian,No,No,No,No,50,4.4,2012-01-27,4-4.99,0-200
18153555,1,India,New Delhi,"Mughlai, Fast Food",No,No,No,No,600,1,2018-04-08,1-1.99,401-600
18429376,1,India,New Delhi,Mughlai,No,No,No,No,600,1,2016-04-27,1-1.99,401-600
18441542,1,India,New Delhi,"Mughlai, North Indian",No,No,No,No,500,1,2011-04-25,1-1.99,401-600
311544,1,India,New Delhi,"Bakery, Desserts",No,No,No,No,500,1,2017-03-06,1-1.99,401-600
18430569,1,India,New Delhi,"North Indian, Mughlai",Yes,No,No,No,800,1,2014-03-23,1-1.99,601-800
18014151,1,India,New Delhi,"North Indian, Chinese, South Indian",No,No,No,No,500,1,2018-03-18,1-1.99,401-600
18435289,1,India,New Delhi,"Pizza, Fast Food",No,No,No,No,700,1,2010-03-18,1-1.99,601-800
18355117,1,India,New Delhi,Mughlai,No,No,No,No,500,1,2016-02-01,1-1.99,401-600
18492048,1,India,New Delhi,"North Indian, Chinese, Continental",No,No,No,No,500,1,2013-02-24,1-1.99,401-600
18358665,1,India,New Delhi,"Cafe, North Indian, Continental",No,No,No,No,1000,1,2011-02-18,1-1.99,801-1000
18489842,1,India,New Delhi,Cafe,No,No,No,No,500,1,2015-02-19,1-1.99,401-600
18317473,1,India,New Delhi,Finger Food,Yes,No,No,No,1000,1,2014-02-07,1-1.99,801-1000
18232109,1,India,New Delhi,Biryani,No,No,No,No,500,1,2010-02-19,1-1.99,401-600
18438896,1,India,New Delhi,Fast Food,No,No,No,No,500,1,2012-02-24,1-1.99,401-600
18357941,1,India,New Delhi,"North Indian, Mughlai, Chinese",No,No,No,No,750,1,2015-02-01,1-1.99,601-800
18446485,1,India,New Delhi,"Italian, Pizza, Fast Food",No,No,No,No,800,1,2010-02-09,1-1.99,601-800
18435326,1,India,New Delhi,"Chinese, Fast Food, Bakery",No,No,No,No,500,1,2010-01-18,1-1.99,401-600
18372299,1,India,New Delhi,Pizza,No,No,No,No,600,1,2018-01-11,1-1.99,401-600
18478389,1,India,New Delhi,"Bakery, Desserts",No,No,No,No,500,1,2014-01-20,1-1.99,401-600
18265712,1,India,New Delhi,"Mughlai, North Indian",No,No,No,No,500,1,2013-12-16,1-1.99,401-600
18375201,1,India,New Delhi,"North Indian, Chinese, Continental",No,No,No,No,700,1,2012-12-17,1-1.99,601-800
18419424,1,India,New Delhi,"North Indian, Mughlai",No,No,No,No,500,1,2010-12-15,1-1.99,401-600
18414469,1,India,New Delhi,"Mughlai, Chinese",No,No,No,No,500,1,2012-11-12,1-1.99,401-600
18464637,1,India,New Delhi,"North Indian, Mughlai",No,No,No,No,600,1,2010-11-02,1-1.99,401-600
18458658,1,India,New Delhi,"Mughlai, North Indian",No,No,No,No,500,1,2012-11-22,1-1.99,401-600
18361932,1,India,New Delhi,"Bakery, Desserts",No,Yes,No,No,600,1,2018-11-01,1-1.99,401-600
18313112,1,India,New Delhi,"North Indian, Mughlai, Chinese",Yes,No,No,No,1000,1,2016-11-06,1-1.99,801-1000
18434343,1,India,New Delhi,"North Indian, Mughlai",No,Yes,No,No,500,1,2013-11-24,1-1.99,401-600
18469940,1,India,New Delhi,"Pizza, Fast Food",No,Yes,No,No,500,1,2011-10-28,1-1.99,401-600
18312598,1,India,New Delhi,"Bakery, Desserts",No,No,No,No,500,1,2014-10-19,1-1.99,401-600
18261164,1,India,New Delhi,"North Indian, Chinese, Tibetan",No,No,No,No,550,1,2013-10-10,1-1.99,401-600
18354996,1,India,New Delhi,Chinese,No,No,No,No,500,1,2012-10-21,1-1.99,401-600
18440160,1,India,New Delhi,"North Indian, Mughlai",No,Yes,No,No,800,1,2016-10-17,1-1.99,601-800
18335692,1,India,New Delhi,Bakery,No,No,No,No,250,1,2014-09-01,1-1.99,201-400
18460325,1,India,New Delhi,Mughlai,No,No,No,No,400,1,2010-09-10,1-1.99,201-400
18294237,1,India,New Delhi,Mughlai,No,No,No,No,250,1,2016-09-03,1-1.99,201-400
18449646,1,India,New Delhi,"Chinese, Fast Food",No,No,No,No,250,1,2016-09-26,1-1.99,201-400
18421464,1,India,New Delhi,Fast Food,No,No,No,No,350,1,2010-09-03,1-1.99,201-400
18440394,1,India,New Delhi,"South Indian, Chinese, Fast Food",No,No,No,No,350,1,2014-09-26,1-1.99,201-400
18489804,1,India,New Delhi,"Fast Food, North Indian, South Indian",No,No,No,No,150,1,2014-09-26,1-1.99,0-200
18425772,1,India,New Delhi,Fast Food,No,No,No,No,100,1,2011-09-20,1-1.99,0-200
9173,1,India,New Delhi,Mithai,No,No,No,No,100,1,2010-09-07,1-1.99,0-200
18466389,1,India,New Delhi,Biryani,No,No,No,No,250,1,2011-09-17,1-1.99,201-400
18434504,1,India,New Delhi,Mughlai,No,No,No,No,400,1,2010-09-15,1-1.99,201-400
18396418,1,India,New Delhi,"Bakery, Fast Food",No,No,No,No,400,1,2018-09-24,1-1.99,201-400
18438465,1,India,New Delhi,Street Food,No,No,No,No,150,1,2011-09-07,1-1.99,0-200
18492045,1,India,New Delhi,"Chinese, Fast Food",No,No,No,No,400,1,2010-09-25,1-1.99,201-400
18292478,1,India,New Delhi,Ice Cream,No,No,No,No,120,1,2013-09-01,1-1.99,0-200
18227685,1,India,New Delhi,"North Indian, South Indian",No,No,No,No,250,1,2016-09-16,1-1.99,201-400
18420697,1,India,New Delhi,Desserts,No,No,No,No,150,1,2013-09-11,1-1.99,0-200
18424188,1,India,New Delhi,Biryani,No,No,No,No,100,1,2015-09-02,1-1.99,0-200
18421467,1,India,New Delhi,Chinese,No,No,No,No,150,1,2014-09-07,1-1.99,0-200
18424867,1,India,New Delhi,Chinese,No,No,No,No,150,1,2012-08-22,1-1.99,0-200
18472675,1,India,New Delhi,"North Indian, Fast Food",No,No,No,No,150,1,2012-08-24,1-1.99,0-200
18481294,1,India,New Delhi,Juices,No,No,No,No,100,1,2018-08-04,1-1.99,0-200
18432941,1,India,New Delhi,"North Indian, Chinese, Mughlai",No,No,No,No,400,1,2015-08-19,1-1.99,201-400
18414511,1,India,New Delhi,"North Indian, Chinese",No,No,No,No,350,1,2015-08-22,1-1.99,201-400
18357534,1,India,New Delhi,Kerala,No,No,No,No,350,1,2014-08-01,1-1.99,201-400
18471263,1,India,New Delhi,"Chinese, Fast Food, North Indian",No,No,No,No,350,1,2015-08-17,1-1.99,201-400
18398504,1,India,New Delhi,Mithai,No,No,No,No,100,1,2011-08-23,1-1.99,0-200
18371399,1,India,New Delhi,"Bengali, Chinese",No,No,No,No,150,1,2014-08-27,1-1.99,0-200
18429186,1,India,New Delhi,Mughlai,No,No,No,No,250,1,2010-08-11,1-1.99,201-400
18406823,1,India,New Delhi,Fast Food,No,No,No,No,150,1,2012-08-15,1-1.99,0-200
18440169,1,India,New Delhi,"North Indian, Chinese",No,No,No,No,250,1,2015-08-01,1-1.99,201-400
18435210,1,India,New Delhi,"North Indian, Chinese",No,No,No,No,400,1,2012-08-19,1-1.99,201-400
18486857,1,India,New Delhi,"North Indian, Fast Food",No,No,No,No,150,1,2017-08-22,1-1.99,0-200
18409190,1,India,New Delhi,"North Indian, Street Food",No,No,No,No,100,1,2014-08-14,1-1.99,0-200
